,Project ID,Project Name,Voluntary Registry,ARB/WAProject,Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Total Credits Issued,Estimated Annual Emission Reductions,Registry / ARB / WA,CCB / Certifications,Project Type From the Registry,K_cluster,DB_cluster
6644,VCS3015,Northern Great Plains Regenerative Grazing Project 2,VCS,No,Under development,Forestry & Land Use,Sustainable Grassland Management,Mixed,VM0026,North America,0.0,17000.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6645,VCS3016,Guoyang MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,Eastern Asia,0.0,62295.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,47
6646,VCS3017,Jiangsu REO-ECO PET RECYCLING PROJECT,VCS,No,Registered,Waste Management,Waste Recycling,Reduction,AMS-III.AJ1,Eastern Asia,0.0,10247.0,VCS,,Waste handling and disposal,19,-1
6647,VCS3018,BigCoast Forest Climate Initiative,VCS,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,VM0012,North America,1394513.0,715834.0,VCS,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,Agriculture Forestry and Other Land Use,9,-1
6648,VCS3019,REGENERATING DEGRADED LANDS IN FLORIDA THROUGH PONGAMIA,VCS,No,Under development,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-AMS0007,North America,0.0,4133.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6649,VCS302,"Positive Climate Care 2.5 MW Wind Power Project Activity by Rajesh Construction Company Limited in Chitradurga, Karnataka, India.",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,48861.0,5381.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6650,VCS3020,Dongyang Wastewater Treatment Plant Project,VCS,No,Registered,Waste Management,Methane Recovery in Wastewater,Reduction,AM0080,Eastern Asia,112638.0,64548.0,VCS,,Waste handling and disposal,19,-1
6651,VCS3021,Reducing Gas Leakages within North West and other sub-areas of the Titas Gas Distribution Network in Bangladesh,VCS,No,Registered,Industrial & Commercial,Leak Detection & Repair in Gas Systems,Reduction,AM0023,Southern Asia,0.0,1090993.0,VCS,,"Fugitive emissions from fuels (solid, oil and gas)",13,-1
6652,VCS3023,BONOS DE LA RUTA SIAN KA'AN,VCS,No,Withdrawn,Forestry & Land Use,Improved Forest Management,Mixed,VM0003,Latin America and the Caribbean,0.0,694509.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6653,VCS3024,Puwangzi Afforestation Project,VCS,No,On Hold - see notification letter,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Eastern Asia,0.0,247688.0,VCS,,Agriculture Forestry and Other Land Use,9,46
6654,VCS3025,CSD Wastewater Treatment Plant Project in Hebei Province,VCS,No,Registered,Waste Management,Methane Recovery in Wastewater,Reduction,AM0080,Eastern Asia,161533.0,117143.0,VCS,,Waste handling and disposal,19,-1
6655,VCS3029,MOTOR VEHICLE REPLACEMENT WITH UTILITY E-BIKE,VCS,No,Under development,Transportation,Bicycles,Reduction,AMS-III.C.,Eastern Asia,0.0,7727.0,VCS,,Transport,19,-1
6656,VCS303,"Positive Climate Care 9.75 MW Bundled Wind Power Project Activity by Savita Oil Technologies Ltd. & its group companies in the state of Maharashtra, India",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,69199.0,15480.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6657,VCS3030,The Clean Energy Cooking Initiative,VCS,No,Registration and verification approval requested,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,136942.0,VCS,,Energy demand,11,48
6658,VCS3031,Global Cookstove Program (EKI Phase 12),VCS,No,Registration and verification approval requested,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,73222.0,VCS,,Energy demand,11,48
6659,VCS3032,Global Cookstove Program (EKI Phase 13),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6660,VCS3033,Global Cookstove Program (EKI Phase 14),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6661,VCS3034,Global Cookstove Program (EKI Phase 15),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6662,VCS3035,Global Cookstove Program (EKI Phase 16),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6663,VCS3036,Global Cookstove Program (EKI Phase 17),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6664,VCS3037,Global Cookstove Program (EKI Phase 18),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6665,VCS3038,Global Cookstove Program (EKI Phase 19),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6666,VCS3039,Global Cookstove Program (EKI Phase 20),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,0.0,50552.0,VCS,,Energy demand,11,48
6667,VCS304,Fundao Santa-Clara Energetic Complex Project (FSCECP),VCS,No,Registered,Renewable Energy,RE Bundled,Reduction,ACM0002,Latin America and the Caribbean,385070.0,265585.0,VCS,,Energy industries (renewable/non-renewable sources),21,-1
6668,VCS3040,RIMBOSCHIMENTO PROGETTO DELLA SOCIETA' AGRICOLA GAIA SRL BAMBOO PLANT,VCS,No,Registration requested,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-AMS0007,Europe,0.0,2430904.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6669,VCS3041,EZVOLT - EV CHARGING NETWORK CARBON CREDITS PROJECT,VCS,No,Under development,Transportation,Electric Vehicles & Charging,Reduction,VM0038,Latin America and the Caribbean,0.0,14067.0,VCS,,Transport,19,-1
6670,VCS3045,Reduced Emissions from Improved and Efficient Cooking in Ugandan Communities,VCS,No,Registered,Household & Community,Cookstoves,Reduction,VMR0006,Sub-Saharan Africa,0.0,331839.0,VCS,,Energy demand,11,49
6671,VCS3046,BATMAN LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Western Asia,0.0,59642.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6672,VCS3047,Nanyang Dongjia Composting Project in Fangcheng County,VCS,No,Registered,Waste Management,Composting,Reduction,AMS-III.D.; AMS-III.F.,Eastern Asia,103818.0,58812.0,VCS,,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,-1
6673,VCS3048,Keyue Adjusted Water Management in Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59856.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6674,VCS3049,Rio Preto Grouped REDD+ Project,VCS,No,Registration requested,Forestry & Land Use,REDD+,Reduction,VM0015,Latin America and the Caribbean,0.0,11541.0,VCS,,Agriculture Forestry and Other Land Use,9,42
6675,VCS305,4.5 MW bundled wind power project,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,16546.0,8820.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6676,VCS3050,Maraui Program - Grouped Project,VCS,No,Under validation,Forestry & Land Use,REDD+,Reduction,VM0009,Latin America and the Caribbean,0.0,200000.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6677,VCS3052,Grouped Projects For Cambodia Water Purifier,VCS,No,Registration requested,Household & Community,Clean Water,Reduction,AMS-III.AV.,South-Eastern Asia,0.0,43129.0,VCS,,Energy demand,11,-1
6678,VCS3053,Sustainable Agricultural Land Management Project by Greneity,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0042,Southern Asia,0.0,173250.0,VCS,,Agriculture Forestry and Other Land Use,20,-1
6679,VCS3055,Itaúba REDD+ Project,VCS,No,Under validation,Forestry & Land Use,REDD+,Reduction,VM0015,Latin America and the Caribbean,0.0,28655.0,VCS,,Agriculture Forestry and Other Land Use,9,42
6680,VCS3056,Brascarbon Methane Recovery Project BCA-BRA-17,VCS,No,Registered,Agriculture,Manure Methane Digester,Reduction,AMS-III.D.,Latin America and the Caribbean,55244.0,55560.0,VCS,,Waste handling and disposal,19,-1
6681,VCS3057,"Tlawan kiwi nak chuchit Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Veracruz to Support Life",VCS,No,Under development,Forestry & Land Use,REDD+,Reduction,VM0007,Latin America and the Caribbean,0.0,65946.0,VCS,,Agriculture Forestry and Other Land Use,9,39
6682,VCS3058,Jiayu MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,VCS,No,Registration requested,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,19168.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6683,VCS3059,"Replacement of ICLs with LED lamps in Gujarat, India",VCS,No,Registered,Household & Community,Lighting,Reduction,AMS-II.C.,Southern Asia,23890.0,53799.0,VCS,,Energy demand,11,44
6684,VCS306,"8.5 MW Wind Energy Project by KS Oils Limited, India",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,25453.0,16670.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6685,VCS3060,Wushan County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,24770.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6686,VCS3061,Hexian MSW Landfill Site LFG recovery to power project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,35559.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6687,VCS3063,Pengmai Composting Project in Fangcheng County,VCS,No,Registered,Waste Management,Composting,Reduction,AMS-III.D.; AMS-III.F.,Eastern Asia,95492.0,57425.0,VCS,,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,-1
6688,VCS3064,Chenxi MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,18098.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6689,VCS3065,Sustainable Agricultural Improvement Practices in Punjab,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0017,Southern Asia,0.0,66175.0,VCS,,Agriculture Forestry and Other Land Use,20,-1
6690,VCS3066,GUNEY BIOGAS POWER PLANT,VCS,No,Registration requested,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,123607.0,VCS,,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,-1
6691,VCS3067,Sustainable Agricultural Land Management Project by Amiha Agro Private Limited,VCS,No,Under development,Agriculture,Sustainable Agriculture,Mixed,VM0017,Southern Asia,0.0,256116.0,VCS,,Agriculture Forestry and Other Land Use,20,-1
6692,VCS3068,DENIZLI ENERGY BIOGAS PLANT,VCS,No,Under development,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,234821.0,VCS,,Waste handling and disposal,19,-1
6693,VCS3069,Tangyin County MSW Landfill Site LFG Pollution Control and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,Eastern Asia,0.0,48994.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,47
6694,VCS307,Daegu Bangcheon-Ri Landfill gas CDM Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,ACM0001,Eastern Asia,292467.0,404872.0,VCS,,Waste handling and disposal,19,-1
6695,VCS3070,Liucheng County MSW Landfill Site LFG Recovery and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,31942.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6696,VCS3071,KARACABEY BIOGAS PLANT,VCS,No,Registration and verification approval requested,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,490374.0,VCS,,Waste handling and disposal,19,-1
6697,VCS3072,Rwanda Riparian Restoration Project,VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Sub-Saharan Africa,0.0,51964.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6698,VCS3073,180 Works High Efficiency Wood Burning Cookstoves - Malawi - Project 1,VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,Sub-Saharan Africa,0.0,1420462.0,VCS,,Energy demand,11,49
6699,VCS3074,Guangxi Tianyang IFM (conversion of logged to protected forest) Project,VCS,No,Registration requested,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,0.0,88226.0,VCS,,Agriculture Forestry and Other Land Use,4,43
6700,VCS3075,SEREFLIKOCHISAR BIOGAS POWER PLANT,VCS,No,Registration and verification approval requested,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,549935.0,VCS,,Waste handling and disposal,19,-1
6701,VCS3076,Manisa Biogas Energy Plant Project,VCS,No,Registration and verification approval requested,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,501005.0,VCS,,Waste handling and disposal,19,-1
6702,VCS3077,Huojia County Second MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,25744.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6703,VCS3078,Puyang County Rural MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,VCS,No,Registered,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Eastern Asia,0.0,32916.0,VCS,,Energy industries (renewable/non-renewable sources); Waste handling and disposal,19,-1
6704,VCS3079,Buyi-1 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59711.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6705,VCS308,"2.45 MW Wind Power Project in Rajasthan, India by Yamuna Power and Infrastructure Ltd.",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,29351.0,3921.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6706,VCS3080,"Integrated solid waste Management project by CITADEL at Singrauli, M.P, India",VCS,No,Registration and verification approval requested,Waste Management,Waste Diversion,Reduction,AMS-III.E.; AMS-III.F.,Southern Asia,0.0,24356.0,VCS,,Waste handling and disposal,19,-1
6707,VCS3081,Buyi-2 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,58319.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6708,VCS3082,Chiyou-1 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59826.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6709,VCS3083,Lincheng-1 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59645.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6710,VCS3084,Wuling-1 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59140.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6711,VCS3085,Tunpu Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59288.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6712,VCS3086,Chiyou-2 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59337.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6713,VCS3087,Lincheng-2 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59293.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6714,VCS3088,Wuling-2 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,58656.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6715,VCS3089,Chiyou-3 Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59572.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6716,VCS309,"Bundled grid-connected wind electricity generation project identified as Bundle E3 in Maharashtra and Gujarat, India",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,29773.0,11922.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6717,VCS3090,Zangke Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,58993.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6718,VCS3091,Wumeng Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59445.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6719,VCS3092,IMPROVED COOKSTOVES DISTRIBUTION IN IVORY COAST,VCS,No,Under validation,Household & Community,Cookstoves,Reduction,VMR0006,Sub-Saharan Africa,0.0,120000.0,VCS,,Energy demand,11,49
6720,VCS3093,INDIA CARBON PROGRAM:AWD/DSR,VCS,No,On Hold - see notification letter,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Southern Asia,0.0,52158.0,VCS,,Agriculture Forestry and Other Land Use,4,-1
6721,VCS3094,REDUCING CARBON EMISSIONS ON I-64 CAPACITY IMPROVEMENT PROJECT WITH THE USE OF FSB AND EMULSION ASPHALT MIXTURES,VCS,No,Registration and verification approval requested,Industrial & Commercial,Road Construction Emission Reductions,Reduction,VM0039,North America,0.0,29384.0,VCS,,Construction,19,-1
6722,VCS3095,Biodiesel Project by Kotyark Industries Limited,VCS,No,Registration and verification approval requested,Industrial & Commercial,Fuel Switching,Reduction,ACM0017,Southern Asia,0.0,270014.0,VCS,,Chemical industry,13,-1
6723,VCS3096,UPLIFTING OF MALAGASY COMMUNITES BY DISTRUBUTING EFFICIENT COOKING APPLIANCE,VCS,No,Registration and verification approval requested,Household & Community,Cookstoves,Reduction,VMR0006,Sub-Saharan Africa,0.0,1210110.0,VCS,,Energy demand,11,49
6724,VCS3098,TabasCO2 Afforestation Project,VCS,No,Under validation,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Latin America and the Caribbean,0.0,195925.0,VCS,,Agriculture Forestry and Other Land Use,9,38
6725,VCS3099,Spectra Solar Park Ltd _35 MW AC Grid-Tied by Spectra Solar Park Limited,VCS,No,Registered,Renewable Energy,Solar - Centralized,Reduction,ACM0002,Southern Asia,33223.0,37042.0,VCS,,Energy industries (renewable/non-renewable sources),21,41
6726,VCS310,10 MW Bundled Wind Power Project by Era Infra Engineering Limited,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,0.0,14630.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6727,VCS3100,Hayi Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59397.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6728,VCS3101,Jinquan Geothermal Based Space Heating System,VCS,No,Registration and verification approval requested,Renewable Energy,Geothermal,Reduction,AM0072,Eastern Asia,0.0,32479.0,VCS,,Energy industries (renewable/non-renewable sources),1,-1
6729,VCS3102,Sipso Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59661.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6730,VCS3103,Weicuan-1 Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59716.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6731,VCS3104,Weicuan-2 Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59634.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6732,VCS3105,Zhuangmiao-1 Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59921.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6733,VCS3106,Zhuangmiao-2 Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59423.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6734,VCS3107,Zhuangmiao-3 Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59657.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6735,VCS3108,Zhuangmiao-4 Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59208.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6736,VCS3109,Biomass Cookstove Project in Jharkhand,VCS,No,Registered,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,7659.0,13957.0,VCS,,Energy demand,11,48
6737,VCS311,"12.15 MW Wind Power Project located at Kutch, Gujarat",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,0.0,24497.0,VCS,,Energy industries (renewable/non-renewable sources),13,31
6738,VCS3111,"Pingmei Huanglong New Energy Co., Ltd. Shoushan Coal Mine Gas Power Generation Project",VCS,No,Under development,Industrial & Commercial,Mine Methane Capture,Reduction,ACM0008,Eastern Asia,0.0,433793.0,VCS,,Energy industries (renewable/non-renewable sources),1,-1
6739,VCS3112,BABIL BIOGAS POWER PLANT,VCS,No,Registration and verification approval requested,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,417216.0,VCS,,Waste handling and disposal,19,-1
6740,VCS3114,Developing voluntary carbon market project for Dudhwa Tiger Reserve in India,VCS,No,Under development,Forestry & Land Use,REDD+,Reduction,VM0037,Southern Asia,0.0,358584.0,VCS,,Agriculture Forestry and Other Land Use,9,-1
6741,VCS3115,Sustainable agricultural practices for carbon sequestration by Organic and Natural farming groups,VCS,No,Registration and verification approval requested,Agriculture,Sustainable Agriculture,Mixed,VM0017,Southern Asia,0.0,686959.0,VCS,,Agriculture Forestry and Other Land Use,20,-1
6742,VCS3116,CAMBODIA PREY MOAN KHMER IMPROVED COOKSTOVE PROGRAM I,VCS,No,Registered,Household & Community,Cookstoves,Reduction,VMR0006,South-Eastern Asia,0.0,381007.0,VCS,,Energy demand,11,-1
6743,VCS3117,CO2 CAPTURE AND UTILIZATION IN CONCRETE ADDITIVES,VCS,No,Under development,Carbon Capture & Storage,Carbon Capture in Cement,Reduction,VM0043,North America,0.0,130723.0,VCS,,Construction; Manufacturing industries,19,-1
6744,VCS3118,Baowan Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59901.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6745,VCS3119,Chaoyang Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59666.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6746,VCS3120,Longxin Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59946.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6747,VCS3121,Qingshan Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59978.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6748,VCS3122,Qixing Adjusted Water Management in Rice Cultivation,VCS,No,Registration and verification approval requested,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,0.0,59868.0,VCS,,Agriculture Forestry and Other Land Use,4,50
6749,VCS3123,EMIN BIOGAS PP KIRSEHIR,VCS,No,On Hold - see notification letter,Agriculture,Manure Methane Digester,Reduction,AM0073,Western Asia,0.0,157527.0,VCS,,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,-1
6750,VCS3124,Shaanxi Shiquan Improved Forest Management Project,VCS,No,Registration requested,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,0.0,28839.0,VCS,,Agriculture Forestry and Other Land Use,4,43
6751,VCS3125,Shaanxi Foping Improved Forest Management Project,VCS,No,Registration requested,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,0.0,41521.0,VCS,,Agriculture Forestry and Other Land Use,4,43
6752,VCS3126,Qingfeng Biogas Recovery and Utilization Project,VCS,No,Registered,Agriculture,Manure Methane Digester,Reduction,ACM0010,Eastern Asia,0.0,114497.0,VCS,,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,-1
6753,VCS3127,Guangxi Cenxi IFM (conversion  of  logged  to  protected  forest)  Project,VCS,No,Under development,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,0.0,222611.0,VCS,,Agriculture Forestry and Other Land Use,4,43
6754,VCS3128,Luyi Biogas Recovery and Utilization Project,VCS,No,Registered,Agriculture,Manure Methane Digester,Reduction,ACM0010,Eastern Asia,133676.0,228849.0,VCS,,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,-1
6755,VCS3129,Jiangxi Poyang Improved Forest Management Project,VCS,No,Registration requested,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,0.0,62129.0,VCS,,Agriculture Forestry and Other Land Use,4,43
6756,VCS313,"Macaohe 9.8MW  hydro power project in Guizhou Province, China",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Eastern Asia,20585.0,26969.0,VCS,,Energy industries (renewable/non-renewable sources),1,37
6757,VCS3130,Shangcai Xima Biogas Recovery and Utilization Project,VCS,No,Registered,Agriculture,Manure Methane Digester,Reduction,ACM0010,Eastern Asia,0.0,175870.0,VCS,,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",19,51
