project_id,project_name,voluntary_registry,arborwaproject,voluntary_status,scope,type,reduction_or_removal,methodology_or_protocol,region,country,state,project_site_location,project_developer,total_credits_issued,total_credits_retired,total_credits_remaining,total_buffer_pool_deposits,reversals_covered_by_buffer_pool,reversals_not_covered_by_buffer,first_year_of_project_(vintage),year_unknown,project_owner,offset_project_operator,authorized_project_designee,verifier,estimated_annual_emission_reductions,pers,registry_or_arb_or_wa,arb_project_detail,arb_id,poa_idoraggregate_id,corsia_eligible,project_listed,project_registered,ccb_or_certifications,project_type_from_the_registry,registry_documents,project_website,notes_from_registry,notes_from_berkeley_carbon_trading_project,added_to_database_version_-_with_data_through,unnamed:_158,"1st_issuance_yr_(no_hard_code,_hide)",unnamed:_160
VCS2652,HENAN YIYANG AFFORESTATION PROJECT,VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Eastern Asia,China, , ,"Guizhou Qianhe Carbon Technology Co., Ltd",47976.0,0.0,47976.0,5334.0,,,2017.0,0.0, , , , ,281673, ,VCS, , , , , ,45188,Carbon Dioxide Removals; CCB-No Distinction,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/2652, , , ,v 4  12-2021,,2017.0,1.0
GS928,Karasu 4.2 HPP 9.6 MWe Small Scale Run-of River Power Project Turkey,GOLD,No,Listed,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,Western Asia,Türkiye, , ,FutureCamp Climate GmbH,0.0,0.0,0.0,0.0,,,,0.0, , , , ,28119, ,GOLD, , , ,No, , , ,"Small, Low - Impact Hydro",https://registry.goldstandard.org/projects?q=GS928, , , ,v 1  12-2020,,0.0,1.0
GS12495,GS12494 VPA-1 Distribution of Improved Cookstove by Alphabet Greens,GOLD,No,Listed,Household & Community,Cookstoves,Reduction,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING √¢¬Ä¬ì TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Southern Asia,India, , ,Yash Choudhary,0.0,0.0,0.0,0.0,,,,0.0, , , , ,55000, ,GOLD, , , ,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12495, , , ,v11  03-2024,,0.0,1.0
VCS2715,Inner Mongolia Arxan Improved Forest Management Project,VCS,No,Registration request denied,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,Eastern Asia,China, , ,"Arxan Forest Industry Co. LTD, China Inner Mongolia Forest Industry Group",0.0,0.0,0.0,0.0,,,,0.0, , , , ,372397, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/2715, , , ,v 6  11-2022,,0.0,1.0
VCS1719,Improved Cookstoves Project for Malawi and cross-border regions of Mozambique CPA MAL  005,VCS,No,Late to verify,Household & Community,Cookstoves,Reduction,AMS-II.G.,Sub-Saharan Africa,Malawi, , ,Multiple Proponents,6761.0,6462.0,299.0,0.0,,,2016.0,0.0, , , , ,44853, ,VCS, , , , , ,2018-02-06 00:00:00, ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/1719, , , ,v 1  12-2020,,2016.0,1.0
VCS3466,Fazhan Water Management with Rice Cultivation,VCS,No,Inactive,Agriculture,Rice Emission Reductions,Reduction,AMS-III.AU,Eastern Asia,China, , ,"Harbin Beigen Technology Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,56677, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3466, , , ,v 6  11-2022,,0.0,1.0
CAR1443,"Carbono, Agua y Biodiversidad Indígena Maninaltepec",CAR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,CAR Mexico Forest Protocol,Latin America and the Caribbean,Mexico,OAXACA,Oaxaca de Juárez,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,39704.0,39704.0,0.0,3333.0,,,2019.0,0.0,SAN MIGUEL MANINALTEPEC, , , , , ,CAR,Not ARB Eligible, ,CARC1400,Yes,2020-12-22 00:00:00,2021-04-05 00:00:00, ,Forestry - MX,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1443,www.icico.mx, , ,v 2  05-2021,,2019.0,1.0
VCS203,"Blumenthal 7, Utilisation of Coal-Mine-Methane",VCS,No,Registered,Industrial & Commercial,Mine Methane Capture,Reduction, ,Europe,Germany, , ,Carbon-TF B.V.,91058.0,90268.0,790.0,0.0,,,2006.0,0.0, , , , ,94132, ,VCS, , , , , ,43927, ,"Fugitive emissions from fuels (solid, oil and gas)",https://registry.verra.org/app/projectDetail/VCS/203, , , ,v 1  12-2020,,2006.0,1.0
VCS3267,Global Cookstove Program (Phase 38),VCS,No,Under development,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,India, , ,EKI Energy Services Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,60452, ,VCS, , , , , , , ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/3267, , , ,v 6  11-2022,,0.0,1.0
GS1716,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-025,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,Eastern Asia,China, , ,Chengdu Oasis Science & Technology Co Ltd,86861.0,8291.0,78570.0,0.0,,,2013.0,0.0, , , , ,9870, ,GOLD, , ,1239,No, , , ,Biogas - Heat,https://registry.goldstandard.org/projects?q=GS1716, , , ,v 1  12-2020,,2013.0,1.0
GS11744,VPA 47 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Southern Asia,Bangladesh, , ,Bangladesh Bondhu Foundation,9797.0,1261.0,8536.0,0.0,,,2021.0,0.0, , , , ,9853, ,GOLD, , ,3112,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS11744, , , ,v 7  12-2022,,2021.0,1.0
CAR1655,MRC Albion IFM,CAR,No,Listed,Forestry & Land Use,Improved Forest Management,Mixed,CAR Mexico Forest Protocol,North America,United States,CALIFORNIA,Mendocino County,"Mendocino Redwood Company, LLC",0.0,0.0,0.0,0.0,,,,0.0,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC", , , , ,CAR,Proposed Project,CAFR6655, ,No,2023-04-25 00:00:00, , ,Improved Forest Management - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1655, , , ,v 8  05-2023,,0.0,1.0
CAR1272,DPC Domestic ODS Destruction Project #30,CAR,Compliance,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,Heritage Thermal Services,"Diversified Pure Chem, LLC",51298.0,51298.0,0.0,0.0,,,2017.0,0.0,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC", ,"GHD Services, Inc.", , ,ARB,Active ARB Project,CAOD5372, ,No,2017-08-01 00:00:00,2017-12-20 00:00:00, ,Ozone Depleting Substances - U.S. - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1272,www.divpc.com, , ,v 1  12-2020,,2017.0,1.0
GS6235,GS1247 VPA 134 Zoba Maekel Community Boreholes,GOLD,No,Gold Standard Certified Project,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v 1.,Sub-Saharan Africa,Eritrea, , ,CO2balance UK ltd,26846.0,18834.0,8012.0,0.0,,,2017.0,0.0, , , , ,10000, ,GOLD, , ,1247.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS6235, , , ,v 1  12-2020,,2017.0,1.0
VCS2024,Nam Si Luong 1 hydropower project,VCS,No,Registration requested,Renewable Energy,Hydropower,Reduction,ACM0002,South-Eastern Asia,VietNam, , ,Nam Si Luong 1 Hydropower Joint Stock Company,0.0,0.0,0.0,0.0,,,,0.0, , , , ,97992, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/2024, , , ,v 1  12-2020,,0.0,1.0
GS4195,Biomass based Steam Generation plant at Chanakya Dairy Products Limited,GOLD,No,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.C. Thermal energy production with or without electricity,Southern Asia,India, , ,Chanakya Dairy Products Ltd.,132846.0,63507.0,69339.0,0.0,,,2016.0,0.0, , , , ,27106, ,GOLD, , , ,No, , , ,"Biomass, or Liquid Biofuel - Heat",https://registry.goldstandard.org/projects?q=GS4195, , , ,v 1  12-2020,,2016.0,1.0
GS7365,GS1247 VPA 186 Lango Safe Water Project,GOLD,No,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v 1.,Sub-Saharan Africa,Uganda, , ,CO2balance UK ltd,15187.0,11882.0,3305.0,0.0,,,2019.0,0.0, , , , ,9978, ,GOLD, , ,1247.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS7365, , , ,v 1  12-2020,,2019.0,1.0
GS464,ADES Solar and efficient stoves in Madagascar,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 2.,Sub-Saharan Africa,Madagascar, , ,myclimate Foundation,2554723.0,2377335.0,177388.0,0.0,,,2008.0,0.0, , , , ,269621, ,GOLD, , , ,No, , , ,Solar Thermal - Heat,https://registry.goldstandard.org/projects?q=GS464, , , ,v 1  12-2020,,2008.0,1.0
GS1697,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-006,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,Eastern Asia,China, , ,Chengdu Oasis Science & Technology Co Ltd,89230.0,8528.0,80702.0,0.0,,,2013.0,0.0, , , , ,10146, ,GOLD, , ,1239,No, , , ,Biogas - Heat,https://registry.goldstandard.org/projects?q=GS1697, , , ,v 1  12-2020,,2013.0,1.0
CAR1271,ClimeCo ODS Destruction 21,CAR,Compliance,Completed,Chemical Processes,Ozone Depleting Substances Recovery & Destruction,Reduction,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,United States,OHIO,"East Liverpool, Ohio",ClimeCo LLC,140452.0,140452.0,0.0,0.0,,,2017.0,0.0,ClimeCo LLC,ClimeCo Corporation, ,"Ruby Canyon Engineering, Inc.", , ,ARB,Completed,CAOD5366, ,No,2017-07-31 00:00:00,2017-11-30 00:00:00, ,Ozone Depleting Substances - U.S. - ARB Compliance,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1271,www.climeco.com, , ,v 1  12-2020,,2017.0,1.0
GS7147,GS5047 VPA22 African Improved Cookstoves and Clean Water Programme: Nyagatare Safe Water Project II,GOLD,No,Gold Standard Certified Project,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v3.1,Sub-Saharan Africa,Rwanda, , ,Likano Project Development GmbH,26960.0,22121.0,4839.0,0.0,,,2019.0,0.0, , , , ,8768, ,GOLD, , ,5047.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS7147, , , ,v 1  12-2020,,2019.0,1.0
VCS1390,Carmen del Darién (CDD) REDD+ Project,VCS,No,Verification approval requested,Forestry & Land Use,REDD+,Reduction,VM0006,Latin America and the Caribbean,Colombia, , ,Multiple Proponents,681565.0,484979.0,196586.0,98252.0,,,2014.0,0.0, , , , ,62400, ,VCS, , , , , ,2020-04-06 00:00:00,CCB-Community Gold,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/1390, , , ,v 1  12-2020,,2014.0,1.0
CAR1652,Willow Creek Avoided Grassland Conversion,CAR,No,Listed,Forestry & Land Use,Avoided Grassland Conversion,Reduction,CAR Grassland Protocol,North America,United States,MONTANA,Valley County,The Climate Trust,0.0,0.0,0.0,0.0,,,,0.0,"Carroll MT Properties, LL", , ,"TUV SUD America, Inc.-Ruby Canyon", , ,CAR,Not ARB Eligible, ,CARC1397,No,2022-11-04 00:00:00, , ,Avoided Grassland Conversion,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1652, , , ,v 6  11-2022,,0.0,1.0
VCS4555,Hunan Fufeng Composting Project,VCS,No,Under validation,Waste Management,Composting,Reduction,AMS-III.F.,Eastern Asia,China, , ,"Hunan Fufeng fertilizer Co., Ltd.",0.0,0.0,0.0,0.0,,,,0.0, , , , ,41213.0, ,VCS, , , , , , , ,"Livestock, enteric fermentation, and manure management; Waste handling and disposal",https://registry.verra.org/app/projectDetail/VCS/4555, , , ,v 9  11-2023,,0.0,1.0
VCS2447,Distribution of Improved cook stove - Phase 21,VCS,No,Registered,Household & Community,Cookstoves,Reduction,AMS-II.G.,Southern Asia,India, , ,G K Energy Marketers Pvt. Ltd,60747.0,23990.0,36757.0,0.0,,,2013.0,0.0, , , , ,13035, ,VCS, , , , , ,44899, ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/2447, , , ,v 2  05-2021,,2013.0,1.0
GS12181,GS1247 VPA 320 Guatemala Improved Cookstoves Project,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Latin America and the Caribbean,Guatemala, , ,CO2balance UK ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,10000, ,GOLD, , ,1247,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS12181, , , ,v 9  11-2023,,0.0,1.0
VCS1546,Usak Wind Power Plant,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,Western Asia,Türkiye, , ,Aydem Yenilenebilir Enerji A.Ş.,374572.0,263884.0,110688.0,0.0,,,2014.0,0.0, , , , ,105509, ,VCS, , , , , ,2020-07-21 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1546, , , ,v 1  12-2020,,2014.0,1.0
GS5812,GS5658 VPA 2: Improved Cookstoves for Rural Families in Gilé Reserve Area Mozambique,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v1.,Sub-Saharan Africa,Mozambique, , ,Carbonsink (Carbonsink Group S.r.l.),0.0,0.0,0.0,0.0,,,,0.0, , , , ,5907, ,GOLD, , ,5658.0,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS5812, , , ,v 1  12-2020,,0.0,1.0
CAR1657,Comunidad Tutuaca,CAR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,CAR Mexico Forest Protocol,Latin America and the Caribbean,Mexico,CHIHUAHUA,"Comunidad Tutuaca, Temósachic",BRET Consultores,27191.0,0.0,27191.0,11960.0,,,2021.0,0.0,Comunidad Tutuaca, , ,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.", , ,CAR,Not ARB Eligible, ,CARC1656,No,2022-11-16 00:00:00,2023-12-01 00:00:00, ,Forestry - MX,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1657, ,CAR1657 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details., ,v 7  12-2022,,2021.0,1.0
VCS220,"Her Mont, Utilization of Coal-Mine-Methane",VCS,No,Registered,Industrial & Commercial,Mine Methane Capture,Reduction, ,Europe,Germany, , ,Carbon-TF B.V.,139987.0,139987.0,0.0,0.0,,,2000.0,0.0, , , , ,18908, ,VCS, , , , , ,2020-04-06 00:00:00, ,"Fugitive emissions from fuels (solid, oil and gas)",https://registry.verra.org/app/projectDetail/VCS/220, , , ,v 1  12-2020,,2000.0,1.0
VCS3072,Rwanda Riparian Restoration Project,VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,Sub-Saharan Africa,Rwanda, , ,EcoPlanet Bamboo Group,0.0,0.0,0.0,0.0,,,,0.0, , , , ,51964, ,VCS, , , , , ,2023-12-27 00:00:00, ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/3072, , , ,v 6  11-2022,,0.0,1.0
GS5879,Renewable Energy Project by Panama Solar Energy Pvt. Ltd.,GOLD,No,Listed,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,Southern Asia,India, , ,EKI Energy Services Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,17129, ,GOLD, , , ,No, , , ,Solar Thermal - Electricity,https://registry.goldstandard.org/projects?q=GS5879, , , ,v 1  12-2020,,0.0,1.0
VCS1250,CGN Dunhuang 10MW Grid-connected Solar PV Power Generation Project,VCS,No,Registered,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D.,Eastern Asia,China, , ,CGN Enfinity (Dunhuang) Solar Energy Development,159356.0,247.0,159109.0,0.0,,,2012.0,0.0, , , , ,14063, ,VCS, , , , , ,2014-02-25 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/1250, , , ,v 1  12-2020,,2012.0,1.0
CAR479,Central Sands Dairy LLC,CAR,Early Action,Completed,Agriculture,Manure Methane Digester,Reduction, ,North America,United States,WISCONSIN,Nekoosa,"Camco International Group, Inc.",53826.0,53826.0,0.0,0.0,,,2009.0,11311.0,"Camco International Group, Inc.","Camco International Group, Inc.", , , , ,ARB,Not ARB Eligible, , ,No,2009-09-24 00:00:00,2010-08-25 00:00:00, ,Livestock Gas Capture/Combustion,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=479, , , ,v 1  12-2020,,2009.0,1.0
VCS3899,Barutçuoğlu Landfill Gas to Electricity Power Plant,VCS,No,Registration and verification approval requested,Waste Management,Landfill Methane,Reduction,AMS-I.D.; AMS-III.G.,Western Asia,Türkiye, , ,Barutçuoğlu İnşaat Sanayi ve Ticaret Limited Şirketi,0.0,0.0,0.0,0.0,,,,0.0, , , , ,16126, ,VCS, , , , , , , ,Energy industries (renewable/non-renewable sources); Waste handling and disposal,https://registry.verra.org/app/projectDetail/VCS/3899, , , ,v 7  12-2022,,0.0,1.0
VCS69,5.8 MW Wind Energy Generation by M/s Patspin India Limited,VCS,No,Late to verify,Renewable Energy,Wind,Reduction,AMS-I.D.,Southern Asia,India, , ,Patspin India Ltd,23598.0,23598.0,0.0,0.0,,,2008.0,0.0, , , , ,12975.0, ,VCS, , , , , ,2009-06-10 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/69, , , ,v 1  12-2020,,2008.0,1.0
ACR212,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,ACR,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,United States,MINNESOTA,70mile radius of Grand Rapids,245,1387888.0,1372591.0,15297.0,322125.0,,,2011.0,0.0, , , ,"S&A Carbon, LLC", , ,ACR,Not ARB or Ecology Eligible, , ,No, , , ,Forest Carbon,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=212, , , ,v 1  12-2020,,2011.0,1.0
VCS4753,Fangcheng Improved Cropland Management Project,VCS,No,Under validation,Agriculture,Sustainable Agriculture,Mixed,VM0042,Eastern Asia,China, , ,Nanyang Soil and Fertilizer Station,0.0,0.0,0.0,0.0,,,,0.0, , , , ,228698.0, ,VCS, , , , , , , ,Agriculture Forestry and Other Land Use,https://registry.verra.org/app/projectDetail/VCS/4753, , , ,v 9  11-2023,,0.0,1.0
GS12075,Shilichong AMWS GHG Mitigation Project,GOLD,No,Listed,Agriculture,Manure Methane Digester,Reduction,ACM0010 GHG emission reductions from manure management systems,Eastern Asia,China, , ,Sirreon Technology & Development (Beijing) Co.Ltd,0.0,0.0,0.0,0.0,,,,0.0, , , , ,280350, ,GOLD, , , ,No, , , ,Biogas - Electricity,https://registry.goldstandard.org/projects?q=GS12075, , , ,v 8  05-2023,,0.0,1.0
VCS72,Heilongjiang Mulan Windfarm Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,Eastern Asia,China, , ,"Heilongjiang Huafu Mulan Wind power Co., Ltd.",228808.0,228808.0,0.0,0.0,,,2004.0,0.0, , , , ,27749.0, ,VCS, , , , , ,2020-04-06 00:00:00, ,Energy industries (renewable/non-renewable sources),https://registry.verra.org/app/projectDetail/VCS/72, , , ,v 1  12-2020,,2004.0,1.0
GS10898,Up Energy Improved Cookstove Programme Uganda,GOLD,No,Gold Standard Certified Design,Household & Community,Cookstoves,Reduction,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Sub-Saharan Africa,Uganda, , ,UpEnergy Group,0.0,0.0,0.0,0.0,,,,0.0, , , , ,0, ,GOLD, , ,10898,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS10898, , , ,v 3  11-2021,,0.0,1.0
GS1344,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - Mongolia - CPA No.001: XacBank LLC,GOLD,No,Listed,Household & Community,Bundled Energy Efficiency,Reduction,AMS-II.E. Energy efficiency and fuel switching measures for buildings,Eastern Asia,Mongolia, , ,MicroEnergy Credits,0.0,0.0,0.0,0.0,,,,0.0, , , , ,50133, ,GOLD, , ,1343,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS1344, , , ,v 1  12-2020,,0.0,1.0
VCS4311,Household Energy Efficiency Programme in North India,VCS,No,Registration requested,Household & Community,Cookstoves,Reduction,VMR0006,Southern Asia,India, , ,C-Quest Capital SG India Holdings Private Limited,0.0,0.0,0.0,0.0,,,,0.0, , , , ,14424642, ,VCS, , , , , , , ,Energy demand,https://registry.verra.org/app/projectDetail/VCS/4311, , , ,v 8  05-2023,,0.0,1.0
GS4290,Nazava Water Filter Project,GOLD,No,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,AMS-III.AV. Low greenhouse gas emitting water purification systems,South-Eastern Asia,Indonesia, , ,Nazava,120040.0,73731.0,46309.0,0.0,,,2015.0,0.0, , , , ,22735, ,GOLD, , , ,No, , , ,Energy Efficiency - Domestic,https://registry.goldstandard.org/projects?q=GS4290, , , ,v 1  12-2020,,2015.0,1.0
